timestamp,consumer_number,meter_id,tariff_category,supply_phase,frequency_hz,region_code,dwelling_type,num_occupants,house_area_sqft,connected_load_kw,temperature_c,humidity_pct,voltage_v,current_a,power_factor,real_power_kw,consumption_interval_kwh,cumulative_energy_kwh
2026-08-09T09:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.973,IN_KL_ALP,Independent House,3,1420,4.5,26.04,88.64,229.94,0.857,0.919,0.181,0.0453,1609.1005
2026-08-09T09:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.016,IN_KL_ALP,Independent House,3,1420,4.5,25.41,85.18,224.13,0.732,0.932,0.153,0.0382,1609.1387
2026-08-09T09:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.974,IN_KL_ALP,Independent House,3,1420,4.5,26.58,83.04,232.49,0.772,0.894,0.16,0.0401,1609.1788
2026-08-09T10:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.008,IN_KL_ALP,Independent House,3,1420,4.5,26.65,82.67,231.79,0.985,0.899,0.205,0.0513,1609.2301
2026-08-09T10:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.966,IN_KL_ALP,Independent House,3,1420,4.5,26.78,80.43,229.68,0.988,0.878,0.199,0.0498,1609.2799
2026-08-09T10:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.008,IN_KL_ALP,Independent House,3,1420,4.5,25.49,85.99,229.07,0.834,0.882,0.168,0.0421,1609.322
2026-08-09T10:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.97,IN_KL_ALP,Independent House,3,1420,4.5,25.95,85.19,223.21,0.921,0.912,0.188,0.0469,1609.3689
2026-08-09T11:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.969,IN_KL_ALP,Independent House,3,1420,4.5,27.72,82.91,234.11,0.871,0.917,0.187,0.0468,1609.4157
2026-08-09T11:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.974,IN_KL_ALP,Independent House,3,1420,4.5,27.16,79.88,232.69,0.849,0.922,0.182,0.0456,1609.4612
2026-08-09T11:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.986,IN_KL_ALP,Independent House,3,1420,4.5,27.59,79.08,232.48,1.618,0.916,0.345,0.0862,1609.5474
2026-08-09T11:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.015,IN_KL_ALP,Independent House,3,1420,4.5,26.74,81,233.17,2.003,0.853,0.399,0.0996,1609.647
2026-08-09T12:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.009,IN_KL_ALP,Independent House,3,1420,4.5,28.21,77.68,234.27,1.613,0.906,0.342,0.0856,1609.7326
2026-08-09T12:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.008,IN_KL_ALP,Independent House,3,1420,4.5,27.1,80.18,231.09,1.797,0.901,0.374,0.0936,1609.8262
2026-08-09T12:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.024,IN_KL_ALP,Independent House,3,1420,4.5,28.1,77.84,230.94,1.697,0.908,0.356,0.089,1609.9152
2026-08-09T12:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.011,IN_KL_ALP,Independent House,3,1420,4.5,28.13,76.59,230.44,1.558,0.912,0.327,0.0818,1609.997
2026-08-09T13:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.056,IN_KL_ALP,Independent House,3,1420,4.5,30.11,78.1,231.65,2.091,0.884,0.428,0.107,1610.104
2026-08-09T13:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.011,IN_KL_ALP,Independent House,3,1420,4.5,28.93,78.79,226.64,2.516,0.878,0.501,0.1252,1610.2292
2026-08-09T13:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.01,IN_KL_ALP,Independent House,3,1420,4.5,28.34,71.14,229.3,2.077,0.905,0.431,0.1078,1610.337
2026-08-09T13:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.01,IN_KL_ALP,Independent House,3,1420,4.5,29.14,73.66,229.29,5.579,0.89,1.139,0.2848,1610.6218
2026-08-09T14:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.995,IN_KL_ALP,Independent House,3,1420,4.5,28.58,73.58,230.71,1.218,0.938,0.264,0.0659,1610.6876
2026-08-09T14:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.957,IN_KL_ALP,Independent House,3,1420,4.5,29.21,73.18,228.87,1.45,0.883,0.293,0.0733,1610.761
2026-08-09T14:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.006,IN_KL_ALP,Independent House,3,1420,4.5,29.26,77.11,229.54,1.387,0.886,0.282,0.0705,1610.8314
2026-08-09T14:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.945,IN_KL_ALP,Independent House,3,1420,4.5,28.59,72.1,227.55,1.167,0.981,0.261,0.0651,1610.8966
2026-08-09T15:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.99,IN_KL_ALP,Independent House,3,1420,4.5,29.68,70.81,226.28,1.396,0.864,0.273,0.0682,1610.9648
2026-08-09T15:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.028,IN_KL_ALP,Independent House,3,1420,4.5,30.01,74.3,228.7,1.263,0.902,0.261,0.0652,1611.0299
2026-08-09T15:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.99,IN_KL_ALP,Independent House,3,1420,4.5,29.91,68.74,229.46,1.405,0.916,0.295,0.0738,1611.1037
2026-08-09T15:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.059,IN_KL_ALP,Independent House,3,1420,4.5,29.92,68.84,225.49,1.184,0.923,0.247,0.0616,1611.1654
2026-08-09T16:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.063,IN_KL_ALP,Independent House,3,1420,4.5,29.72,64.8,234.57,1.322,0.91,0.282,0.0706,1611.236
2026-08-09T16:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.023,IN_KL_ALP,Independent House,3,1420,4.5,29.77,65.71,230.26,2.269,0.95,0.496,0.1241,1611.3601
2026-08-09T16:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.046,IN_KL_ALP,Independent House,3,1420,4.5,29.78,68.26,228.3,0.932,0.933,0.198,0.0496,1611.4097
2026-08-09T16:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.997,IN_KL_ALP,Independent House,3,1420,4.5,30.6,72.7,230.71,0.762,0.934,0.164,0.0411,1611.4507
2026-08-09T17:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.985,IN_KL_ALP,Independent House,3,1420,4.5,30.81,68.13,228.98,2.722,0.894,0.557,0.1394,1611.5901
2026-08-09T17:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.963,IN_KL_ALP,Independent House,3,1420,4.5,29.85,70.67,225.24,2.88,0.918,0.596,0.1489,1611.739
2026-08-09T17:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.934,IN_KL_ALP,Independent House,3,1420,4.5,31.24,65.31,235.62,2.639,0.894,0.556,0.1389,1611.8779
2026-08-09T17:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.972,IN_KL_ALP,Independent House,3,1420,4.5,31.53,63.97,230.33,2.673,0.888,0.547,0.1367,1612.0147
2026-08-09T18:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.049,IN_KL_ALP,Independent House,3,1420,4.5,31.64,68.29,229.5,2.763,0.911,0.578,0.1445,1612.1592
2026-08-09T18:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.987,IN_KL_ALP,Independent House,3,1420,4.5,31.92,65.96,230.24,2.731,0.938,0.59,0.1474,1612.3066
2026-08-09T18:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.974,IN_KL_ALP,Independent House,3,1420,4.5,30.83,67.6,224.86,2.938,0.899,0.594,0.1484,1612.455
2026-08-09T18:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.014,IN_KL_ALP,Independent House,3,1420,4.5,31.53,65.23,230.1,2.524,0.933,0.542,0.1355,1612.5905
2026-08-09T19:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.987,IN_KL_ALP,Independent House,3,1420,4.5,32.24,69.09,240.1,2.827,0.907,0.615,0.1538,1612.7443
2026-08-09T19:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.037,IN_KL_ALP,Independent House,3,1420,4.5,30.63,66.14,229.36,2.918,0.904,0.605,0.1513,1612.8956
2026-08-09T19:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.062,IN_KL_ALP,Independent House,3,1420,4.5,30.71,61.52,226.87,2.775,0.898,0.565,0.1413,1613.037
2026-08-09T19:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.076,IN_KL_ALP,Independent House,3,1420,4.5,31.62,67.07,230.31,3.173,0.877,0.64,0.1601,1613.1971
2026-08-09T20:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.981,IN_KL_ALP,Independent House,3,1420,4.5,31.63,65.96,229.63,2.637,0.892,0.54,0.135,1613.3321
2026-08-09T20:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.031,IN_KL_ALP,Independent House,3,1420,4.5,31.56,68.21,228.35,2.869,0.902,0.591,0.1478,1613.4799
2026-08-09T20:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.989,IN_KL_ALP,Independent House,3,1420,4.5,30.93,66.98,231.58,3.066,0.881,0.625,0.1563,1613.6362
2026-08-09T20:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.015,IN_KL_ALP,Independent House,3,1420,4.5,31.47,63.97,228.37,2.85,0.891,0.58,0.1449,1613.7811
2026-08-09T21:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.997,IN_KL_ALP,Independent House,3,1420,4.5,30.66,67.58,227.96,2.591,0.888,0.525,0.1312,1613.9123
2026-08-09T21:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.985,IN_KL_ALP,Independent House,3,1420,4.5,30.99,64.58,233.21,2.508,0.931,0.544,0.1361,1614.0484
2026-08-09T21:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.019,IN_KL_ALP,Independent House,3,1420,4.5,30.49,67.88,226.41,2.855,0.924,0.597,0.1494,1614.1977
2026-08-09T21:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.012,IN_KL_ALP,Independent House,3,1420,4.5,31.04,62.6,232.23,2.863,0.878,0.584,0.1459,1614.3436
2026-08-09T22:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.985,IN_KL_ALP,Independent House,3,1420,4.5,30.92,69.26,226.05,2.975,0.934,0.628,0.157,1614.5006
2026-08-09T22:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.967,IN_KL_ALP,Independent House,3,1420,4.5,29.54,65.76,228.97,2.575,0.878,0.518,0.1295,1614.6301
2026-08-09T22:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.97,IN_KL_ALP,Independent House,3,1420,4.5,30.35,66.52,229.65,0.458,0.961,0.101,0.0253,1614.6554
2026-08-09T22:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.972,IN_KL_ALP,Independent House,3,1420,4.5,31.39,68.7,232.8,0.431,0.926,0.093,0.0232,1614.6786
2026-08-09T23:00:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.988,IN_KL_ALP,Independent House,3,1420,4.5,29.69,70.57,229.8,0.413,0.899,0.085,0.0213,1614.6999
2026-08-09T23:15:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,49.972,IN_KL_ALP,Independent House,3,1420,4.5,30.26,70.32,228.41,0.447,0.863,0.088,0.022,1614.7219
2026-08-09T23:30:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.009,IN_KL_ALP,Independent House,3,1420,4.5,29.94,72.61,235.39,0.344,0.938,0.076,0.019,1614.7409
2026-08-09T23:45:00+05:30,KSEB-ALP-000005,SM-KL-005,LT-I Domestic,Single phase,50.024,IN_KL_ALP,Independent House,3,1420,4.5,29.88,75.07,226.15,0.365,0.913,0.075,0.0188,1614.7597
2026-08-09T00:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.983,IN_KL_ALP,Apartment,2,1080,3.5,29.91,73.55,231.54,0.367,0.901,0.076,0.0191,1730.1714
2026-08-09T00:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.99,IN_KL_ALP,Apartment,2,1080,3.5,29.01,75.96,226.16,0.445,0.883,0.089,0.0222,1730.1936
2026-08-09T00:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.95,IN_KL_ALP,Apartment,2,1080,3.5,29.61,76.39,232.32,0.314,0.917,0.067,0.0168,1730.2104
2026-08-09T00:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.01,IN_KL_ALP,Apartment,2,1080,3.5,29.29,71.54,234.44,0.232,0.904,0.049,0.0123,1730.2227
2026-08-09T01:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.954,IN_KL_ALP,Apartment,2,1080,3.5,28.79,79.52,232.64,0.362,0.922,0.078,0.0194,1730.2421
2026-08-09T01:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.015,IN_KL_ALP,Apartment,2,1080,3.5,28.38,70.65,231.48,0.27,0.928,0.058,0.0145,1730.2565
2026-08-09T01:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.026,IN_KL_ALP,Apartment,2,1080,3.5,28.1,72.44,233.81,0.284,0.874,0.058,0.0145,1730.271
2026-08-09T01:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.973,IN_KL_ALP,Apartment,2,1080,3.5,28.64,74.44,231.97,0.342,0.897,0.071,0.0178,1730.2888
2026-08-09T02:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.98,IN_KL_ALP,Apartment,2,1080,3.5,27.33,78.39,228.23,0.344,0.908,0.071,0.0178,1730.3066
2026-08-09T02:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.065,IN_KL_ALP,Apartment,2,1080,3.5,27.73,77.77,230.92,0.402,0.9,0.084,0.0209,1730.3275
2026-08-09T02:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.067,IN_KL_ALP,Apartment,2,1080,3.5,27.31,78.87,229.65,0.491,0.873,0.098,0.0246,1730.3521
2026-08-09T02:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.004,IN_KL_ALP,Apartment,2,1080,3.5,28.58,77.56,225.68,0.319,0.927,0.067,0.0167,1730.3688
2026-08-09T03:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.994,IN_KL_ALP,Apartment,2,1080,3.5,27.23,82.56,232.02,0.257,0.892,0.053,0.0133,1730.3821
2026-08-09T03:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.043,IN_KL_ALP,Apartment,2,1080,3.5,27,84.71,229,0.459,0.918,0.096,0.0241,1730.4062
2026-08-09T03:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.997,IN_KL_ALP,Apartment,2,1080,3.5,27,81.09,225.7,0.45,0.908,0.092,0.023,1730.4292
2026-08-09T03:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.042,IN_KL_ALP,Apartment,2,1080,3.5,26.88,79.28,232.07,0.394,0.9,0.082,0.0206,1730.4498
2026-08-09T04:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.006,IN_KL_ALP,Apartment,2,1080,3.5,27.27,84.48,230.65,0.298,0.904,0.062,0.0156,1730.4654
2026-08-09T04:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.004,IN_KL_ALP,Apartment,2,1080,3.5,26.18,83.87,231.15,0.409,0.899,0.085,0.0212,1730.4866
2026-08-09T04:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.95,IN_KL_ALP,Apartment,2,1080,3.5,26.32,84.39,229.21,0.28,0.924,0.059,0.0149,1730.5015
2026-08-09T04:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.019,IN_KL_ALP,Apartment,2,1080,3.5,26.93,84.9,228.98,0.354,0.915,0.074,0.0185,1730.52
2026-08-09T05:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.967,IN_KL_ALP,Apartment,2,1080,3.5,27.55,84.34,233.01,0.346,0.915,0.074,0.0184,1730.5385
2026-08-09T05:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.927,IN_KL_ALP,Apartment,2,1080,3.5,25.63,81.85,232.41,0.214,0.881,0.044,0.0109,1730.5494
2026-08-09T05:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.978,IN_KL_ALP,Apartment,2,1080,3.5,26.1,85.36,229.84,1.378,0.881,0.279,0.0697,1730.6191
2026-08-09T05:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.995,IN_KL_ALP,Apartment,2,1080,3.5,25.95,85.89,232.41,1.438,0.923,0.308,0.0771,1730.6962
2026-08-09T06:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.066,IN_KL_ALP,Apartment,2,1080,3.5,26.46,85.01,231.91,1.22,0.909,0.257,0.0643,1730.7605
2026-08-09T06:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.019,IN_KL_ALP,Apartment,2,1080,3.5,25.36,90.56,230.59,4.175,0.877,0.845,0.2112,1730.9717
2026-08-09T06:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.025,IN_KL_ALP,Apartment,2,1080,3.5,25.55,88.15,225.63,1.282,0.939,0.272,0.0679,1731.0396
2026-08-09T06:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.96,IN_KL_ALP,Apartment,2,1080,3.5,25.47,89.67,230.19,1.449,0.905,0.302,0.0755,1731.1151
2026-08-09T07:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.963,IN_KL_ALP,Apartment,2,1080,3.5,26.23,84.98,224.41,1.367,0.894,0.274,0.0686,1731.1837
2026-08-09T07:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.978,IN_KL_ALP,Apartment,2,1080,3.5,26.23,86.57,235.67,1.321,0.943,0.293,0.0734,1731.257
2026-08-09T07:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.072,IN_KL_ALP,Apartment,2,1080,3.5,26.68,89.15,230.63,1.446,0.913,0.304,0.0761,1731.3332
2026-08-09T07:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.966,IN_KL_ALP,Apartment,2,1080,3.5,26.12,85.22,232.9,1.344,0.934,0.292,0.0731,1731.4063
2026-08-09T08:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.022,IN_KL_ALP,Apartment,2,1080,3.5,26.25,84.08,228.23,1.332,0.942,0.286,0.0716,1731.4779
2026-08-09T08:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.004,IN_KL_ALP,Apartment,2,1080,3.5,25.87,89.15,228.96,1.205,0.94,0.259,0.0648,1731.5427
2026-08-09T08:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.006,IN_KL_ALP,Apartment,2,1080,3.5,26.12,85.92,231.39,0.453,0.928,0.097,0.0243,1731.567
2026-08-09T08:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.061,IN_KL_ALP,Apartment,2,1080,3.5,26.42,85.74,228.07,0.336,0.906,0.069,0.0174,1731.5844
2026-08-09T09:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.038,IN_KL_ALP,Apartment,2,1080,3.5,25.94,84.34,232.2,0.676,0.91,0.143,0.0357,1731.6201
2026-08-09T09:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.009,IN_KL_ALP,Apartment,2,1080,3.5,26.21,84.2,232.07,0.418,0.911,0.088,0.0221,1731.6422
2026-08-09T09:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.991,IN_KL_ALP,Apartment,2,1080,3.5,26.81,83.46,226.83,0.76,0.954,0.164,0.0411,1731.6832
2026-08-09T09:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.956,IN_KL_ALP,Apartment,2,1080,3.5,25.93,85.15,234.48,0.549,0.901,0.116,0.029,1731.7123
2026-08-09T10:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.03,IN_KL_ALP,Apartment,2,1080,3.5,26.65,81.61,223.53,0.538,0.942,0.113,0.0283,1731.7406
2026-08-09T10:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.008,IN_KL_ALP,Apartment,2,1080,3.5,26.3,81.9,231.32,0.424,0.923,0.091,0.0227,1731.7633
2026-08-09T10:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.003,IN_KL_ALP,Apartment,2,1080,3.5,27.06,86.33,231.5,0.667,0.9,0.139,0.0348,1731.798
2026-08-09T10:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.941,IN_KL_ALP,Apartment,2,1080,3.5,26.63,83.75,229.47,0.589,0.902,0.122,0.0305,1731.8285
2026-08-09T11:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.942,IN_KL_ALP,Apartment,2,1080,3.5,26.53,80.25,229.34,1.673,0.884,0.339,0.0848,1731.9133
2026-08-09T11:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50,IN_KL_ALP,Apartment,2,1080,3.5,27.42,85.03,231.36,0.648,0.89,0.133,0.0333,1731.9466
2026-08-09T11:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.034,IN_KL_ALP,Apartment,2,1080,3.5,27.09,80.94,230.55,1.104,0.929,0.237,0.0592,1732.0058
2026-08-09T11:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.98,IN_KL_ALP,Apartment,2,1080,3.5,27.41,75.62,233.46,1.355,0.911,0.288,0.0721,1732.0778
2026-08-09T12:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.066,IN_KL_ALP,Apartment,2,1080,3.5,27.53,73.31,234.84,1.3,0.88,0.268,0.0671,1732.1449
2026-08-09T12:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.015,IN_KL_ALP,Apartment,2,1080,3.5,28.15,78.57,229.6,1.116,0.905,0.232,0.058,1732.2029
2026-08-09T12:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.032,IN_KL_ALP,Apartment,2,1080,3.5,27.48,79.06,228.75,1.048,0.942,0.226,0.0565,1732.2593
2026-08-09T12:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.974,IN_KL_ALP,Apartment,2,1080,3.5,27.95,80.74,229.52,1.268,0.935,0.272,0.068,1732.3274
2026-08-09T13:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.009,IN_KL_ALP,Apartment,2,1080,3.5,28.45,72.27,223.49,1.541,0.945,0.325,0.0814,1732.4088
2026-08-09T13:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.049,IN_KL_ALP,Apartment,2,1080,3.5,28.32,76.04,227.79,1.43,0.953,0.31,0.0776,1732.4864
2026-08-09T13:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.015,IN_KL_ALP,Apartment,2,1080,3.5,28.38,79.55,231.62,1.65,0.912,0.348,0.0871,1732.5735
2026-08-09T13:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.905,IN_KL_ALP,Apartment,2,1080,3.5,28.62,76.17,227.23,1.639,0.913,0.34,0.085,1732.6585
2026-08-09T14:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.961,IN_KL_ALP,Apartment,2,1080,3.5,29.15,71.83,232.82,0.872,0.914,0.186,0.0464,1732.7049
2026-08-09T14:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.024,IN_KL_ALP,Apartment,2,1080,3.5,29.49,76.35,229.26,0.97,0.958,0.213,0.0533,1732.7581
2026-08-09T14:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.038,IN_KL_ALP,Apartment,2,1080,3.5,29.51,74.63,229.86,0.795,0.927,0.169,0.0423,1732.8005
2026-08-09T14:45:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.007,IN_KL_ALP,Apartment,2,1080,3.5,29.32,73.97,224.67,1.081,0.925,0.225,0.0562,1732.8566
2026-08-09T15:00:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.984,IN_KL_ALP,Apartment,2,1080,3.5,29.42,73.24,234.52,0.869,0.88,0.179,0.0448,1732.9015
2026-08-09T15:15:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,49.99,IN_KL_ALP,Apartment,2,1080,3.5,30.06,68.1,234.34,1.085,0.953,0.242,0.0606,1732.962
2026-08-09T15:30:00+05:30,KSEB-ALP-000006,SM-KL-006,LT-I Domestic,Single phase,50.04,IN_KL_ALP,Apartment,2,1080,3.5,30.65,72.78,230.45,0.946,0.907,0.198,0.0494,1733.0115
